"","y14b225","w14edu","sampid","y14g101","y14a034","y14a065","y14a080","y14b308","y14b156z","y14b161","w14type","y14f310","y14b22","y14g7"
"341",NA,4,982,2,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"342",4000,4,985,2,NA,NA,NA,1,0,1,5,3,110132.7,384142319
"343",NA,NA,986,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"344",4600,4,988,2,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"345",10000,4,991,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"346",NA,NA,992,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"347",6000,4,994,1,NA,NA,NA,1,3,1,5,1,110132.7,384142319
"348",5000,4,995,2,NA,NA,NA,1,2,1,5,1,110132.7,384142319
"349",5400,5,998,2,NA,NA,NA,1,2,1,5,4,110132.7,384142319
"350",5200,4,999,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"351",NA,4,1004,1,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"352",3000,4,1006,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"353",300,4,1008,1,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"354",200,4,1017,1,NA,NA,NA,1,6,1,5,2,110132.7,384142319
"355",5500,4,1022,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"356",5500,4,1023,2,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"357",2200,4,1029,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"358",2300,4,1034,1,NA,NA,NA,2,0,1,5,2,110132.7,384142319
"359",NA,4,1035,2,NA,NA,NA,NA,NA,NA,6,3,110132.7,384142319
"360",NA,NA,1037,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"361",350,4,1038,2,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"362",240,4,1040,1,NA,NA,NA,1,0,1,5,3,110132.7,384142319
"363",NA,NA,1048,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"364",NA,NA,1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"365",NA,4,1059,2,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"366",3200,4,1060,1,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"367",NA,4,1061,2,NA,NA,NA,NA,NA,NA,6,4,110132.7,384142319
"368",4300,4,1066,1,NA,NA,NA,1,0,1,5,3,110132.7,384142319
"369",NA,NA,1068,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"370",NA,NA,1070,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"371",230,4,1072,2,NA,NA,NA,1,5,1,5,2,110132.7,384142319
"372",250,4,1074,2,NA,NA,NA,1,0,1,5,5,110132.7,384142319
"373",NA,4,1075,2,NA,NA,NA,NA,NA,NA,6,4,110132.7,384142319
"374",4000,4,1085,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"375",NA,4,1086,1,1,2,5,NA,NA,NA,4,4,110132.7,384142319
"376",3380,4,1089,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"377",3096,4,1090,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"378",220,4,1093,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"379",5500,4,1095,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"380",170,4,1096,1,NA,NA,NA,1,3,1,5,2,110132.7,384142319
"381",6500,4,1097,1,NA,NA,NA,1,0,1,5,6,110132.7,384142319
"382",4200,4,1099,1,NA,NA,NA,1,6,1,5,1,110132.7,384142319
"383",NA,4,1101,1,NA,NA,NA,NA,NA,NA,6,4,110132.7,384142319
"384",3200,4,1102,1,NA,NA,NA,1,3,1,5,1,110132.7,384142319
"385",5000,5,1104,1,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"386",NA,4,1105,2,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"387",1.5,4,1106,2,NA,NA,NA,2,2,1,5,2,110132.7,384142319
"388",NA,4,1109,2,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"389",3100,5,1111,2,NA,NA,NA,2,2,1,5,1,110132.7,384142319
"390",4500,4,1119,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"391",4200,4,1120,1,NA,NA,NA,1,6,1,5,1,110132.7,384142319
"392",250,4,1121,1,NA,NA,NA,NA,2,5,5,2,110132.7,384142319
"393",2300,4,1127,1,NA,NA,NA,2,0,2,5,2,110132.7,384142319
"394",NA,4,1134,1,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"395",250,4,1135,2,NA,NA,NA,1,2,1,5,1,110132.7,384142319
"396",7000,4,1138,2,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"397",300,4,1139,1,NA,NA,NA,1,5,1,5,2,110132.7,384142319
"398",NA,4,1148,2,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"399",2500,4,1150,1,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"400",3600,4,1158,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"401",2600,5,1159,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"402",250,5,1166,2,NA,NA,NA,2,5,2,5,2,110132.7,384142319
"403",5000,5,1168,2,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"404",220,4,1177,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"405",400,4,1180,1,NA,NA,NA,2,4,2,5,3,110132.7,384142319
"406",300,4,1186,2,NA,NA,NA,NA,4,4,5,1,110132.7,384142319
"407",5000,4,1188,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"408",6000,4,1189,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"409",3000,4,1190,2,NA,NA,NA,1,0,1,5,3,110132.7,384142319
"410",400,5,1191,1,NA,NA,NA,NA,6,4,5,2,110132.7,384142319
"411",195,4,1193,2,NA,NA,NA,1,2,1,5,3,110132.7,384142319
"412",200,4,1200,2,NA,NA,NA,2,0,1,5,3,110132.7,384142319
"413",5000,4,1201,1,NA,NA,NA,1,0,1,5,4,110132.7,384142319
"414",4000,4,1205,1,NA,NA,NA,1,1,1,5,3,110132.7,384142319
"415",200,4,1213,1,NA,NA,NA,1,2,1,5,4,110132.7,384142319
"416",237,4,1214,1,NA,NA,NA,2,0,1,5,1,110132.7,384142319
"417",3,5,1215,2,NA,NA,NA,NA,2,5,5,2,110132.7,384142319
"418",NA,4,1226,1,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"419",3800,4,1227,2,NA,NA,NA,1,1,1,5,3,110132.7,384142319
"420",300,4,1228,1,NA,NA,NA,NA,8,4,5,2,110132.7,384142319
"421",NA,4,1240,2,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"422",4500,4,1245,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"423",NA,4,1246,1,NA,NA,NA,NA,NA,NA,6,3,110132.7,384142319
"424",3600,4,1248,1,NA,NA,NA,1,0,1,5,3,110132.7,384142319
"425",NA,4,1249,2,NA,NA,NA,NA,NA,NA,6,4,110132.7,384142319
"426",200,4,1264,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"427",3000,4,1266,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"428",230,4,1272,1,NA,NA,NA,1,0,1,5,5,110132.7,384142319
"429",NA,NA,1274,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"430",250,4,1279,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"431",500,4,1282,2,NA,NA,NA,NA,6,5,5,2,110132.7,384142319
"432",450,4,1285,1,NA,NA,NA,NA,6,5,5,2,110132.7,384142319
"433",250,4,1288,2,NA,NA,NA,1,1,1,5,5,110132.7,384142319
"434",300,4,1289,1,NA,NA,NA,NA,4,5,5,1,110132.7,384142319
"435",400,5,1290,1,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"436",300,4,1294,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"437",2400,4,1296,2,NA,NA,NA,2,6,2,5,3,110132.7,384142319
"438",5200,4,1297,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"439",2700,4,1300,1,NA,NA,NA,1,6,1,5,3,110132.7,384142319
"440",3000,4,1304,2,NA,NA,NA,1,8,1,5,2,110132.7,384142319
"441",230,5,1307,1,NA,NA,NA,1,6,1,5,2,110132.7,384142319
"442",4000,4,1310,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"443",4000,4,1311,1,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"444",5000,4,1314,2,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"445",3500,5,1315,2,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"446",NA,5,1316,1,7,1,5,NA,NA,NA,4,1,110132.7,384142319
"447",5500,4,1317,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"448",4500,4,1319,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"449",250,4,1320,1,NA,NA,NA,1,6,1,5,1,110132.7,384142319
"450",3500,4,1321,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"451",NA,4,1323,2,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"452",4200,4,1326,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"453",3200,4,1328,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"454",350,4,1330,2,NA,NA,NA,1,8,1,5,3,110132.7,384142319
"455",230,4,1333,1,NA,NA,NA,1,4,1,5,5,110132.7,384142319
"456",200,4,1336,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"457",4800,5,1343,1,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"458",3000,4,1344,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"459",2100,4,1347,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"460",3200,4,1349,1,NA,NA,NA,1,1,1,5,4,110132.7,384142319
"461",3600,4,1350,1,NA,NA,NA,1,4,1,5,2,110132.7,384142319
"462",3200,4,1352,1,NA,NA,NA,1,6,1,5,2,110132.7,384142319
"463",300,4,1354,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"464",4000,4,1359,2,NA,NA,NA,1,0,1,5,4,110132.7,384142319
"465",3800,4,1360,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"466",3800,4,1361,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"467",7000,4,1364,2,NA,NA,NA,1,3,1,5,2,110132.7,384142319
"468",250,5,1365,1,NA,NA,NA,2,99,2,5,1,110132.7,384142319
"469",NA,4,1367,1,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"470",300,4,1374,1,NA,NA,NA,1,2,1,5,1,110132.7,384142319
"471",3400,4,1375,1,NA,NA,NA,1,3,1,5,4,110132.7,384142319
"472",300,4,1378,1,NA,NA,NA,1,2,1,5,1,110132.7,384142319
"473",2600,4,1379,2,NA,NA,NA,1,0,1,5,4,110132.7,384142319
"474",6000,4,1380,2,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"475",4500,4,1383,1,NA,NA,NA,1,3,1,5,2,110132.7,384142319
"476",180,4,1395,2,NA,NA,NA,2,0,1,5,1,110132.7,384142319
"477",200,5,1396,2,NA,NA,NA,2,2,1,5,1,110132.7,384142319
"478",110,4,1400,1,NA,NA,NA,2,2,1,5,2,110132.7,384142319
"479",4000,4,1402,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"480",220,4,1417,1,NA,NA,NA,1,3,1,5,1,110132.7,384142319
"481",200,4,1420,1,NA,NA,NA,1,2,1,5,2,110132.7,384142319
"482",NA,4,1422,1,NA,NA,NA,NA,NA,NA,6,3,110132.7,384142319
"483",4200,4,1423,1,NA,NA,NA,1,4,1,5,5,110132.7,384142319
"484",233,4,1424,1,NA,NA,NA,1,6,1,5,2,110132.7,384142319
"485",5500,4,1425,1,NA,NA,NA,1,4,1,5,2,110132.7,384142319
"486",NA,5,1427,2,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"487",NA,4,1429,2,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"488",500,4,1432,2,NA,NA,NA,1,3,1,5,4,110132.7,384142319
"489",320,4,1440,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"490",7000,5,1450,2,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"491",6300,4,1455,2,NA,NA,NA,1,2,1,5,5,110132.7,384142319
"492",5200,4,1472,1,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"493",5500,4,1478,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"494",200,4,1479,1,NA,NA,NA,2,7,1,5,6,110132.7,384142319
"495",175,4,1480,1,NA,NA,NA,1,0,1,5,3,110132.7,384142319
"496",NA,4,1481,1,NA,NA,NA,NA,NA,NA,6,5,110132.7,384142319
"497",2700,4,1488,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"498",NA,4,1489,1,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"499",230,4,1490,1,NA,NA,NA,1,3,1,5,1,110132.7,384142319
"500",250,4,1493,2,NA,NA,NA,1,0,1,5,4,110132.7,384142319
"501",6000,4,1495,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"502",300,4,1496,2,NA,NA,NA,2,2,2,5,1,110132.7,384142319
"503",280,4,1498,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"504",130,4,1499,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"505",3000,4,1503,2,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"506",230,4,1508,1,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"507",4000,5,1509,1,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"508",200,4,1510,1,NA,NA,NA,2,0,2,5,1,110132.7,384142319
"509",5500,4,1513,1,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"510",8000,4,1515,2,NA,NA,NA,1,0,1,5,3,110132.7,384142319
"511",NA,NA,1525,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"512",NA,4,1527,2,NA,NA,NA,NA,NA,NA,6,5,110132.7,384142319
"513",2900,4,1545,1,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"514",180,4,1549,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"515",5000,4,1552,1,NA,NA,NA,NA,1,5,5,2,110132.7,384142319
"516",180,4,1553,1,NA,NA,NA,1,2,1,5,1,110132.7,384142319
"517",400,4,1554,2,NA,NA,NA,1,8,1,5,2,110132.7,384142319
"518",320,4,1555,2,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"519",NA,4,1556,1,NA,NA,NA,NA,NA,NA,6,5,110132.7,384142319
"520",330,4,1557,1,NA,NA,NA,1,0,1,5,4,110132.7,384142319
"521",0.9,4,1558,1,NA,NA,NA,1,0,1,5,3,110132.7,384142319
"522",5000,4,1559,2,NA,NA,NA,1,2,1,5,1,110132.7,384142319
"523",2700,4,1561,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"524",NA,NA,1564,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"525",300,4,1565,1,NA,NA,NA,NA,1,5,5,1,110132.7,384142319
"526",600,5,1568,2,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"527",250,4,1571,1,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"528",200,4,1574,1,NA,NA,NA,1,0,1,5,4,110132.7,384142319
"529",2400,5,1577,2,NA,NA,NA,1,6,1,5,3,110132.7,384142319
"530",NA,4,1578,2,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"531",NA,4,1579,2,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"532",300,4,1580,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"533",180,5,1581,2,NA,NA,NA,1,2,1,5,2,110132.7,384142319
"534",-100,4,1583,1,NA,NA,NA,NA,9,5,5,3,110132.7,384142319
"535",250,4,1588,1,NA,NA,NA,1,6,1,5,2,110132.7,384142319
"536",NA,NA,1590,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"537",280,4,1593,1,NA,NA,NA,1,2,1,5,2,110132.7,384142319
"538",NA,4,1595,1,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"539",NA,4,1596,1,NA,NA,NA,NA,NA,NA,6,4,110132.7,384142319
"540",200,4,1600,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"541",190,4,1604,1,NA,NA,NA,1,3,1,5,2,110132.7,384142319
"542",NA,5,1606,1,3,1,5,NA,NA,NA,4,2,110132.7,384142319
"543",350,4,1607,4,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"544",NA,NA,1611,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"545",NA,NA,1612,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"546",250,4,1614,1,NA,NA,NA,2,2,1,5,1,110132.7,384142319
"547",320,4,1624,2,NA,NA,NA,1,2,1,5,2,110132.7,384142319
"548",400,4,1631,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"549",4000,4,1632,2,NA,NA,NA,1,3,1,5,2,110132.7,384142319
"550",230,4,1633,1,NA,NA,NA,1,8,1,5,1,110132.7,384142319
"551",2900,4,1634,1,NA,NA,NA,1,3,1,5,1,110132.7,384142319
"552",NA,NA,1637,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"553",NA,NA,1659,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"554",350,4,1662,1,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"555",4000,4,1664,2,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"556",NA,4,1665,1,6,1,5,NA,NA,NA,4,1,110132.7,384142319
"557",300,4,1667,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"558",400,5,1672,2,NA,NA,NA,1,2,1,5,1,110132.7,384142319
"559",1000,4,1673,2,NA,NA,NA,NA,1,5,5,1,110132.7,384142319
"560",4000,4,1678,2,NA,NA,NA,1,3,1,5,1,110132.7,384142319
"561",3800,4,1688,1,NA,NA,NA,1,1,1,5,6,110132.7,384142319
"562",NA,4,1689,2,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"563",4500,4,1690,2,NA,NA,NA,1,6,1,5,1,110132.7,384142319
"564",230,4,1691,1,NA,NA,NA,2,99,2,5,3,110132.7,384142319
"565",6700,4,1692,1,NA,NA,NA,NA,4,5,5,1,110132.7,384142319
"566",400,4,1693,2,NA,NA,NA,1,9,1,5,1,110132.7,384142319
"567",200,4,1694,1,NA,NA,NA,1,6,1,5,3,110132.7,384142319
"568",320,4,1695,1,NA,NA,NA,1,1,1,5,3,110132.7,384142319
"569",3850,4,1696,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"570",240,4,1697,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"571",2200,4,1702,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"572",NA,4,1706,2,NA,NA,NA,NA,NA,NA,6,3,110132.7,384142319
"573",NA,4,1707,1,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"574",7143,4,1711,1,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"575",300,4,1713,2,NA,NA,NA,NA,0,4,5,1,110132.7,384142319
"576",200,4,1716,1,NA,NA,NA,1,6,1,5,2,110132.7,384142319
"577",2800,4,1718,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"578",230,4,1719,1,NA,NA,NA,1,6,1,5,1,110132.7,384142319
"579",550,5,1722,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"580",280,4,1727,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"581",NA,4,1728,1,NA,NA,NA,NA,NA,NA,6,3,110132.7,384142319
"582",NA,4,1729,2,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"583",300,4,1730,1,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"584",NA,4,1734,1,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"585",300,4,1735,1,NA,NA,NA,2,8,1,5,5,110132.7,384142319
"586",180,4,1737,1,NA,NA,NA,1,5,1,5,1,110132.7,384142319
"587",275,4,1738,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"588",250,4,1739,2,NA,NA,NA,1,2,1,5,1,110132.7,384142319
"589",250,4,1743,2,NA,NA,NA,1,4,1,5,1,110132.7,384142319
"590",3120,4,1746,1,NA,NA,NA,1,5,1,5,2,110132.7,384142319
"591",NA,4,1747,1,5,2,5,NA,NA,NA,3,1,110132.7,384142319
"592",NA,4,1753,2,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"593",4000,4,1754,2,NA,NA,NA,1,2,1,5,2,110132.7,384142319
"594",NA,4,1757,1,5,1,5,NA,NA,NA,3,2,110132.7,384142319
"595",5000,4,1758,1,NA,NA,NA,1,2,1,5,1,110132.7,384142319
"596",300,4,1760,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"597",4400,4,1761,1,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"598",290,4,1762,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"599",3,4,1763,2,NA,NA,NA,2,2,2,5,5,110132.7,384142319
"600",250,4,1768,1,NA,NA,NA,1,2,1,5,4,110132.7,384142319
"601",6000,4,1770,2,NA,NA,NA,1,3,1,5,1,110132.7,384142319
"602",250,4,1771,2,NA,NA,NA,1,0,1,5,4,110132.7,384142319
"603",270,4,1775,1,NA,NA,NA,1,3,1,5,1,110132.7,384142319
"604",300,4,1776,2,NA,NA,NA,1,2,1,5,1,110132.7,384142319
"605",NA,5,1777,2,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"606",280,4,1781,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"607",290,4,1782,2,NA,NA,NA,2,6,2,5,2,110132.7,384142319
"608",7000,4,1784,2,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"609",300,4,1785,2,NA,NA,NA,1,3,1,5,1,110132.7,384142319
"610",NA,4,1786,2,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"611",NA,NA,1787,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"612",174,4,1789,1,NA,NA,NA,2,5,1,5,5,110132.7,384142319
"613",4000,4,1790,2,NA,NA,NA,1,0,1,5,4,110132.7,384142319
"614",200,4,1791,2,NA,NA,NA,1,0,1,5,3,110132.7,384142319
"615",250,4,1792,2,NA,NA,NA,1,5,1,5,1,110132.7,384142319
"616",NA,4,1794,2,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"617",280,4,1795,2,NA,NA,NA,1,2,1,5,1,110132.7,384142319
"618",340,4,1796,1,NA,NA,NA,1,2,1,5,2,110132.7,384142319
"619",290,4,1797,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"620",4500,4,1799,1,NA,NA,NA,2,6,1,5,1,110132.7,384142319
"621",200,4,1802,1,NA,NA,NA,1,3,1,5,2,110132.7,384142319
"622",NA,4,1803,1,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"623",300,4,1810,2,NA,NA,NA,1,3,1,5,1,110132.7,384142319
"624",220,4,1812,1,NA,NA,NA,1,3,1,5,4,110132.7,384142319
"625",200,4,1822,1,NA,NA,NA,2,5,2,5,2,110132.7,384142319
"626",NA,4,1823,1,NA,NA,NA,NA,NA,NA,6,3,110132.7,384142319
"627",3600,4,1829,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"628",350,4,1833,1,NA,NA,NA,1,0,1,5,3,110132.7,384142319
"629",6900,4,1834,2,NA,NA,NA,1,2,1,5,4,110132.7,384142319
"630",NA,4,1837,1,NA,NA,NA,NA,NA,NA,6,4,110132.7,384142319
"631",NA,4,1845,2,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"632",6000,4,1848,1,NA,NA,NA,1,3,1,5,1,110132.7,384142319
"633",150,4,1849,2,NA,NA,NA,1,2,1,5,2,110132.7,384142319
"634",220,4,1850,1,NA,NA,NA,1,2,1,5,1,110132.7,384142319
"635",280,4,1853,2,NA,NA,NA,1,0,1,5,5,110132.7,384142319
"636",4000,4,1860,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"637",7000,5,1865,1,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"638",350,4,1866,1,NA,NA,NA,1,5,1,5,2,110132.7,384142319
"639",NA,NA,1869,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"640",NA,NA,1870,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"641",230,4,1872,2,NA,NA,NA,2,5,2,5,3,110132.7,384142319
"642",NA,4,1874,2,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"643",NA,NA,1886,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"644",200,4,1892,2,NA,NA,NA,1,2,1,5,1,110132.7,384142319
"645",4000,4,1893,2,NA,NA,NA,1,2,1,5,1,110132.7,384142319
"646",250,5,1896,2,NA,NA,NA,1,2,1,5,2,110132.7,384142319
"647",2400,4,1899,2,NA,NA,NA,NA,0,5,5,1,110132.7,384142319
"648",320,4,1900,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"649",NA,4,1901,2,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"650",200,4,1907,1,NA,NA,NA,1,3,1,5,2,110132.7,384142319
"651",200,4,1909,1,NA,NA,NA,1,4,1,5,1,110132.7,384142319
"652",1000,4,1910,2,NA,NA,NA,NA,8,5,5,2,110132.7,384142319
"653",NA,NA,1913,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"654",NA,NA,1914,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"655",120,4,1918,2,NA,NA,NA,2,2,1,5,2,110132.7,384142319
"656",400,5,1920,2,NA,NA,NA,NA,3,5,5,1,110132.7,384142319
"657",3,4,1921,2,NA,NA,NA,2,2,2,5,4,110132.7,384142319
"658",350,4,1923,2,NA,NA,NA,1,0,1,5,5,110132.7,384142319
"659",5100,4,1924,2,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"660",250,4,1925,2,NA,NA,NA,1,2,1,5,3,110132.7,384142319
"661",4000,4,1930,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"662",5400,4,1936,1,NA,NA,NA,1,0,1,5,3,110132.7,384142319
"663",50,4,1937,2,NA,NA,NA,2,2,1,5,3,110132.7,384142319
"664",190,4,1942,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"665",200,4,1943,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"666",400,5,1945,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"667",350,4,1946,2,NA,NA,NA,1,8,1,5,2,110132.7,384142319
"668",220,4,1947,2,NA,NA,NA,1,3,1,5,2,110132.7,384142319
"669",NA,NA,1948,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"670",190,4,1950,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"671",NA,4,1952,1,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"672",300,4,1953,1,NA,NA,NA,2,7,3,5,2,110132.7,384142319
"673",0.8,5,1955,2,NA,NA,NA,2,6,1,5,4,110132.7,384142319
"674",290,4,1958,1,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"675",6000,4,1959,1,NA,NA,NA,1,0,1,5,3,110132.7,384142319
